Name,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Mega,First Type,Second Type,Species,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical
Yungoos,734,253,48,70,30,30,30,45,False,Normal,None,Loitering Pokémon,Strong Jaw,Stakeout,Adaptability,Generation 7,Field,None,False,False,False
Gumshoos,735,418,88,110,60,55,60,45,False,Normal,None,Stakeout Pokémon,Strong Jaw,Stakeout,Adaptability,Generation 7,Field,None,False,False,False
Grubbin,736,300,47,62,45,55,45,46,False,Bug,None,Larva Pokémon,Swarm,None,None,Generation 7,Bug,None,False,False,False
Charjabug,737,400,57,82,95,55,75,36,False,Bug,Electric,Battery Pokémon,Battery,None,None,Generation 7,Bug,None,False,False,False
Vikavolt,738,500,77,70,90,145,75,43,False,Bug,Electric,Stag Beetle Pokémon,Levitate,None,None,Generation 7,Bug,None,False,False,False
Crabrawler,739,338,47,82,57,42,47,63,False,Fighting,None,Boxing Pokémon,Hyper Cutter,Iron Fist,Anger Point,Generation 7,Water 3,None,False,False,False
Crabominable,740,478,97,132,77,62,67,43,False,Fighting,Ice,Woolly Crab Pokémon,Hyper Cutter,Iron Fist,Anger Point,Generation 7,Water 3,None,False,False,False
Oricorio,741,476,75,70,70,98,70,93,False,Fire,Flying,Dancing Pokémon,Dancer,None,None,Generation 7,Flying,None,False,False,False
Oricorio(Pom-Pom Style),741,476,75,70,70,98,70,93,False,Electric,Flying,Dancing Pokémon,Dancer,None,None,Generation 7,Flying,None,False,False,False
Oricorio(Pa'u Style),741,476,75,70,70,98,70,93,False,Psychic,Flying,Dancing Pokémon,Dancer,None,None,Generation 7,Flying,None,False,False,False
Oricorio(Sensu Style),741,476,75,70,70,98,70,93,False,Ghost,Flying,Dancing Pokémon,Dancer,None,None,Generation 7,Flying,None,False,False,False
Cutiefly,742,304,40,45,40,55,40,84,False,Bug,Fairy,Bee Fly Pokémon,Honey Gather,Shield Dust,Sweet Veil,Generation 7,Bug,Fairy,False,False,False
Ribombee,743,464,60,55,60,95,70,124,False,Bug,Fairy,Bee Fly Pokémon,Honey Gather,Shield Dust,Sweet Veil,Generation 7,Bug,Fairy,False,False,False
Rockruff,744,280,45,65,40,30,40,60,False,Rock,None,Puppy Pokémon,Keen Eye,Vital Spirit,Steadfast,Generation 7,Field,None,False,False,False
Rockruff(Own Tempo Rockruff),744,280,45,65,40,30,40,60,False,Rock,None,Puppy Pokémon,Own Tempo,None,None,Generation 7,Field,None,False,False,False
Lycanroc,745,487,75,115,65,55,65,112,False,Rock,None,Wolf Pokémon,Keen Eye,Sand Rush,Steadfast,Generation 7,Field,None,False,False,False
Lycanroc(Midnight Form),745,487,85,115,75,55,75,82,False,Rock,None,Wolf Pokémon,Keen Eye,Vital Spirit,No Guard,Generation 7,Field,None,False,False,False
Lycanroc(Dusk Form),745,487,75,117,65,55,65,110,False,Rock,None,Wolf Pokémon,Tough Claws,None,None,Generation 7,Field,None,False,False,False
Wishiwashi,746,175,45,20,20,25,25,40,False,Water,None,Small Fry Pokémon,Schooling,None,None,Generation 7,Water 2,None,False,False,False
Wishiwashi(School Form),746,620,45,140,130,140,135,30,False,Water,None,Small Fry Pokémon,Schooling,None,None,Generation 7,Water 2,None,False,False,False
Mareanie,747,305,50,53,62,43,52,45,False,Poison,Water,Brutal Star Pokémon,Merciless,Limber,Regenerator,Generation 7,Water 1,None,False,False,False
Toxapex,748,495,50,63,152,53,142,35,False,Poison,Water,Brutal Star Pokémon,Merciless,Limber,Regenerator,Generation 7,Water 1,None,False,False,False
Mudbray,749,385,70,100,70,45,55,45,False,Ground,None,Donkey Pokémon,Own Tempo,Stamina,Inner Focus,Generation 7,Field,None,False,False,False
Mudsdale,750,500,100,125,100,55,85,35,False,Ground,None,Draft Horse Pokémon,Own Tempo,Stamina,Inner Focus,Generation 7,Field,None,False,False,False
Dewpider,751,269,38,40,52,40,72,27,False,Water,Bug,Water Bubble Pokémon,Water Bubble,None,Water Absorb,Generation 7,Bug,Water 1,False,False,False
Araquanid,752,454,68,70,92,50,132,42,False,Water,Bug,Water Bubble Pokémon,Water Bubble,None,Water Absorb,Generation 7,Bug,Water 1,False,False,False
Fomantis,753,250,40,55,35,50,35,35,False,Grass,None,Sickle Grass Pokémon,Leaf Guard,None,Contrary,Generation 7,Grass,None,False,False,False
Lurantis,754,480,70,105,90,80,90,45,False,Grass,None,Bloom Sickle Pokémon,Leaf Guard,None,Contrary,Generation 7,Grass,None,False,False,False
Morelull,755,285,40,35,55,65,75,15,False,Grass,Fairy,Illuminating Pokémon,Illuminate,Effect Spore,Rain Dish,Generation 7,Grass,None,False,False,False
Shiinotic,756,405,60,45,80,90,100,30,False,Grass,Fairy,Illuminating Pokémon,Illuminate,Effect Spore,Rain Dish,Generation 7,Grass,None,False,False,False
Salandit,757,320,48,44,40,71,40,77,False,Poison,Fire,Toxic Lizard Pokémon,Corrosion,None,Oblivious,Generation 7,Dragon,Monster,False,False,False
Salazzle,758,480,68,64,60,111,60,117,False,Poison,Fire,Toxic Lizard Pokémon,Corrosion,None,Oblivious,Generation 7,Dragon,Monster,False,False,False
Stufful,759,340,70,75,50,45,50,50,False,Normal,Fighting,Flailing Pokémon,Fluffy,Klutz,Cute Charm,Generation 7,Field,None,False,False,False
Bewear,760,500,120,125,80,55,60,60,False,Normal,Fighting,Strong Arm Pokémon,Fluffy,Klutz,Unnerve,Generation 7,Field,None,False,False,False
Bounsweet,761,210,42,30,38,30,38,32,False,Grass,None,Fruit Pokémon,Leaf Guard,Oblivious,Sweet Veil,Generation 7,Grass,None,False,False,False
Steenee,762,290,52,40,48,40,48,62,False,Grass,None,Fruit Pokémon,Leaf Guard,Oblivious,Sweet Veil,Generation 7,Grass,None,False,False,False
Tsareena,763,510,72,120,98,50,98,72,False,Grass,None,Fruit Pokémon,Leaf Guard,Queenly Majesty,Sweet Veil,Generation 7,Grass,None,False,False,False
Comfey,764,485,51,52,90,82,110,100,False,Fairy,None,Posy Picker Pokémon,Flower Veil,Triage,Natural Cure,Generation 7,Grass,None,False,False,False
Oranguru,765,490,90,60,80,90,110,60,False,Normal,Psychic,Sage Pokémon,Inner Focus,Telepathy,Symbiosis,Generation 7,Field,None,False,False,False
Passimian,766,490,100,120,90,40,60,80,False,Fighting,None,Teamwork Pokémon,Receiver,None,Defiant,Generation 7,Field,None,False,False,False
Wimpod,767,230,25,35,40,20,30,80,False,Bug,Water,Turn Tail Pokémon,Wimp Out,None,None,Generation 7,Bug,Water 3,False,False,False
Golisopod,768,530,75,125,140,60,90,40,False,Bug,Water,Hard Scale Pokémon,Emergency Exit,None,None,Generation 7,Bug,Water 3,False,False,False
Sandygast,769,320,55,55,80,70,45,15,False,Ghost,Ground,Sand Heap Pokémon,Water Compaction,None,Sand Veil,Generation 7,Amorphous,None,False,False,False
Palossand,770,480,85,75,110,100,75,35,False,Ghost,Ground,Sand Castle Pokémon,Water Compaction,None,Sand Veil,Generation 7,Amorphous,None,False,False,False
Pyukumuku,771,410,55,60,130,30,130,5,False,Water,None,Sea Cucumber Pokémon,Innards Out,None,Unaware,Generation 7,Water 1,None,False,False,False
Type: Null,772,534,95,95,95,95,95,59,False,Normal,None,Synthetic Pokémon,Battle Armor,None,None,Generation 7,Undiscovered,None,True,False,False
Silvally,773,570,95,95,95,95,95,95,False,Normal,None,Synthetic Pokémon,RKS System,None,None,Generation 7,Undiscovered,None,True,False,False
Minior,774,440,60,60,100,60,100,60,False,Rock,Flying,Meteor Pokémon,Shields Down,None,None,Generation 7,Mineral,None,False,False,False
Minior(Core Form),774,500,60,100,60,100,60,120,False,Rock,Flying,Meteor Pokémon,Shields Down,None,None,Generation 7,Mineral,None,False,False,False
Komala,775,480,65,115,65,75,95,65,False,Normal,None,Drowsing Pokémon,Comatose,None,None,Generation 7,Field,None,False,False,False
Turtonator,776,485,60,78,135,91,85,36,False,Fire,Dragon,Blast Turtle Pokémon,Shell Armor,None,None,Generation 7,Dragon,Monster,False,False,False
Togedemaru,777,435,65,98,63,40,73,96,False,Electric,Steel,Roly-Poly Pokémon,Iron Barbs,Lightning Rod,Sturdy,Generation 7,Fairy,Field,False,False,False
Mimikyu,778,476,55,90,80,50,105,96,False,Ghost,Fairy,Disguise Pokémon,Disguise,None,None,Generation 7,Amorphous,None,False,False,False
Bruxish,779,475,68,105,70,70,70,92,False,Water,Psychic,Gnash Teeth Pokémon,Dazzling,Strong Jaw,Wonder Skin,Generation 7,Water 2,None,False,False,False
Drampa,780,485,78,60,85,135,91,36,False,Normal,Dragon,Placid Pokémon,Berserk,Sap Sipper,Cloud Nine,Generation 7,Dragon,Monster,False,False,False
Dhelmise,781,517,70,131,100,86,90,40,False,Ghost,Grass,Sea Creeper Pokémon,Steelworker,None,None,Generation 7,Mineral,None,False,False,False
Jangmo-o,782,300,45,55,65,45,45,45,False,Dragon,None,Scaly Pokémon,Bulletproof,Soundproof,Overcoat,Generation 7,Dragon,None,False,False,False
Hakamo-o,783,420,55,75,90,65,70,65,False,Dragon,Fighting,Scaly Pokémon,Bulletproof,Soundproof,Overcoat,Generation 7,Dragon,None,False,False,False
Kommo-o,784,600,75,110,125,100,105,85,False,Dragon,Fighting,Scaly Pokémon,Bulletproof,Soundproof,Overcoat,Generation 7,Dragon,None,False,False,False
Tapu Koko,785,570,70,115,85,95,75,130,False,Electric,Fairy,Land Spirit Pokémon,Electric Surge,None,Telepathy,Generation 7,Undiscovered,None,True,False,False
Tapu Lele,786,570,70,85,75,130,115,95,False,Psychic,Fairy,Land Spirit Pokémon,Psychic Surge,None,Telepathy,Generation 7,Undiscovered,None,True,False,False
Tapu Bulu,787,570,70,130,115,85,95,75,False,Grass,Fairy,Land Spirit Pokémon,Grassy Surge,None,Telepathy,Generation 7,Undiscovered,None,True,False,False
Tapu Fini,788,570,70,75,115,95,130,85,False,Water,Fairy,Land Spirit Pokémon,Misty Surge,None,Telepathy,Generation 7,Undiscovered,None,True,False,False
Cosmog,789,200,43,29,31,29,31,37,False,Psychic,None,Nebula Pokémon,Unaware,None,None,Generation 7,Undiscovered,None,False,True,False
Cosmoem,790,400,43,29,131,29,131,37,False,Psychic,None,Protostar Pokémon,Sturdy,None,None,Generation 7,Undiscovered,None,False,True,False
Solgaleo,791,680,137,137,107,113,89,97,False,Psychic,Steel,Sunne Pokémon,Full Metal Body,None,None,Generation 7,Undiscovered,None,False,True,False
Lunala,792,680,137,113,89,137,107,97,False,Psychic,Ghost,Moone Pokémon,Shadow Shield,None,None,Generation 7,Undiscovered,None,False,True,False
Nihilego,793,570,109,53,47,127,131,103,False,Rock,Poison,Parasite Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Buzzwole,794,570,107,139,139,53,53,79,False,Bug,Fighting,Swollen Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Pheromosa,795,570,71,137,37,137,37,151,False,Bug,Fighting,Lissome Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Xurkitree,796,570,83,89,71,173,71,83,False,Electric,None,Glowing Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Celesteela,797,570,97,101,103,107,101,61,False,Steel,Flying,Launch Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Kartana,798,570,59,181,131,59,31,109,False,Grass,Steel,Drawn Sword Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Guzzlord,799,570,223,101,53,97,53,43,False,Dark,Dragon,Junkivore Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Necrozma,800,600,97,107,101,127,89,79,False,Psychic,None,Prism Pokémon,Prism Armor,None,None,Generation 7,Undiscovered,None,False,True,False
Necrozma(Dusk Mane Necrozma),800,680,97,157,127,113,109,77,False,Psychic,Steel,Prism Pokémon,Prism Armor,None,None,Generation 7,Undiscovered,None,False,True,False
Necrozma(Dawn Wings Necrozma),800,680,97,113,109,157,127,77,False,Psychic,Ghost,Prism Pokémon,Prism Armor,None,None,Generation 7,Undiscovered,None,False,True,False
Necrozma(Ultra Necrozma),800,754,97,167,97,167,97,129,False,Psychic,Dragon,Prism Pokémon,Neuroforce,None,None,Generation 7,Undiscovered,None,False,True,False
Magearna,801,600,80,95,115,130,115,65,False,Steel,Fairy,Artificial Pokémon,Soul-Heart,None,None,Generation 7,Undiscovered,None,False,False,True
Marshadow,802,600,90,125,80,90,90,125,False,Fighting,Ghost,Gloomdweller Pokémon,Technician,None,None,Generation 7,Undiscovered,None,False,False,True
Poipole,803,420,67,73,67,73,67,73,False,Poison,None,Poison Pin Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Naganadel,804,540,73,73,73,127,73,121,False,Poison,Dragon,Poison Pin Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Stakataka,805,570,61,131,211,53,101,13,False,Rock,Steel,Rampart Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Blacephalon,806,570,53,127,53,151,79,107,False,Fire,Ghost,Fireworks Pokémon,Beast Boost,None,None,Generation 7,Undiscovered,None,True,False,False
Zeraora,807,600,88,112,75,102,80,143,False,Electric,None,Thunderclap Pokémon,Volt Absorb,None,None,Generation 7,Undiscovered,None,False,False,True
Meltan,808,300,46,65,65,55,35,34,False,Steel,None,Hex Nut Pokémon,Magnet Pull,None,None,Generation 7,Undiscovered,None,False,False,True
Melmetal,809,600,135,143,143,80,65,34,False,Steel,None,Hex Nut Pokémon,Iron Fist,None,None,Generation 7,Undiscovered,None,False,False,True
Grookey,810,310,50,65,50,40,40,65,False,Grass,None,Chimp Pokémon,Overgrow,None,Grassy Surge,Generation 8,Field,Grass,False,False,False
Thwackey,811,420,70,85,70,55,60,80,False,Grass,None,Beat Pokémon,Overgrow,None,Grassy Surge,Generation 8,Field,Grass,False,False,False
Rillaboom,812,530,100,125,90,60,70,85,False,Grass,None,Drummer Pokémon,Overgrow,None,Grassy Surge,Generation 8,Field,Grass,False,False,False
Scorbunny,813,310,50,71,40,40,40,69,False,Fire,None,Rabbit Pokémon,Blaze,None,Libero,Generation 8,Field,Human-Like,False,False,False
Raboot,814,420,65,86,60,55,60,94,False,Fire,None,Rabbit Pokémon,Blaze,None,Libero,Generation 8,Field,Human-Like,False,False,False
Cinderace,815,530,80,116,75,65,75,119,False,Fire,None,Striker Pokémon,Blaze,None,Libero,Generation 8,Field,Human-Like,False,False,False
Sobble,816,310,50,40,40,70,40,70,False,Water,None,Water Lizard Pokémon,Torrent,None,Sniper,Generation 8,Field,Water 1,False,False,False
Drizzile,817,420,65,60,55,95,55,90,False,Water,None,Water lizard Pokémon,Torrent,None,Sniper,Generation 8,Field,Water 1,False,False,False
Inteleon,818,530,70,85,65,125,65,120,False,Water,None,Secret Agent Pokémon,Torrent,None,Sniper,Generation 8,Field,Water 1,False,False,False
Skwovet,819,275,70,55,55,35,35,25,False,Normal,None,Cheeky Pokémon,Cheek Pouch,None,Gluttony,Generation 8,Field,None,False,False,False
Greedent,820,460,120,95,95,55,75,20,False,Normal,None,Greedy Pokémon,Cheek Pouch,None,Gluttony,Generation 8,Field,None,False,False,False
Rookidee,821,245,38,47,35,33,35,57,False,Flying,None,Tiny Bird Pokémon,Keen Eye,Unnerve,Big Pecks,Generation 8,Flying,None,False,False,False
Corvisquire,822,365,68,67,55,43,55,77,False,Flying,None,Raven Pokémon,Keen Eye,Unnerve,Big Pecks,Generation 8,Flying,None,False,False,False
Corviknight,823,495,98,87,105,53,85,67,False,Flying,Steel,Raven Pokémon,Pressure,Unnerve,Mirror Armor,Generation 8,Flying,None,False,False,False
Blipbug,824,180,25,20,20,25,45,45,False,Bug,None,Larva Pokémon,Swarm,Compound Eyes,Telepathy,Generation 8,Bug,None,False,False,False
Dottler,825,335,50,35,80,50,90,30,False,Bug,Psychic,Radome Pokémon,Swarm,Compound Eyes,Telepathy,Generation 8,Bug,None,False,False,False
Orbeetle,826,505,60,45,110,80,120,90,False,Bug,Psychic,Seven Spot Pokémon,Swarm,Frisk,Telepathy,Generation 8,Bug,None,False,False,False
Nickit,827,245,40,28,28,47,52,50,False,Dark,None,Fox Pokémon,Run Away,Unburden,Stakeout,Generation 8,Field,None,False,False,False
Thievul,828,455,70,58,58,87,92,90,False,Dark,None,Fox Pokémon,Run Away,Unburden,Stakeout,Generation 8,Field,None,False,False,False
Gossifleur,829,250,40,40,60,40,60,10,False,Grass,None,Flowering Pokémon,Cotton Down,Regenerator,Effect Spore,Generation 8,Grass,None,False,False,False
Eldegoss,830,460,60,50,90,80,120,60,False,Grass,None,Cotton Bloom Pokémon,Cotton Down,Regenerator,Effect Spore,Generation 8,Grass,None,False,False,False
Wooloo,831,270,42,40,55,40,45,48,False,Normal,None,Sheep Pokémon,Fluffy,Run Away,Bulletproof,Generation 8,Field,None,False,False,False
Dubwool,832,490,72,80,100,60,90,88,False,Normal,None,Sheep Pokémon,Fluffy,Steadfast,Bulletproof,Generation 8,Field,None,False,False,False
Chewtle,833,284,50,64,50,38,38,44,False,Water,None,Snapping Pokémon,Strong Jaw,Shell Armor,Swift Swim,Generation 8,Monster,Water 1,False,False,False
Drednaw,834,485,90,115,90,48,68,74,False,Water,Rock,Bite Pokémon,Strong Jaw,Shell Armor,Swift Swim,Generation 8,Monster,Water 1,False,False,False
Yamper,835,270,59,45,50,40,50,26,False,Electric,None,Puppy Pokémon,Ball Fetch,None,Rattled,Generation 8,Field,None,False,False,False
Boltund,836,490,69,90,60,90,60,121,False,Electric,None,Dog Pokémon,Strong Jaw,None,Competitive,Generation 8,Field,None,False,False,False
Rolycoly,837,240,30,40,50,40,50,30,False,Rock,None,Coal Pokémon,Steam Engine,Heatproof,Flash Fire,Generation 8,Mineral,None,False,False,False
Carkol,838,410,80,60,90,60,70,50,False,Rock,Fire,Coal Pokémon,Steam Engine,Flame Body,Flash Fire,Generation 8,Mineral,None,False,False,False
Coalossal,839,510,110,80,120,80,90,30,False,Rock,Fire,Coal Pokémon,Steam Engine,Flame Body,Flash Fire,Generation 8,Mineral,None,False,False,False
Applin,840,260,40,40,80,40,40,20,False,Grass,Dragon,Apple Core Pokémon,Ripen,Gluttony,Bulletproof,Generation 8,Dragon,Grass,False,False,False
Flapple,841,485,70,110,80,95,60,70,False,Grass,Dragon,Apple Wing Pokémon,Ripen,Gluttony,Hustle,Generation 8,Dragon,Grass,False,False,False
Appletun,842,485,110,85,80,100,80,30,False,Grass,Dragon,Apple Nectar Pokémon,Ripen,Gluttony,Thick Fat,Generation 8,Dragon,Grass,False,False,False
Silicobra,843,315,52,57,75,35,50,46,False,Ground,None,Sand Snake Pokémon,Sand Spit,Shed Skin,Sand Veil,Generation 8,Dragon,Field,False,False,False
Sandaconda,844,510,72,107,125,65,70,71,False,Ground,None,Sand Snake Pokémon,Sand Spit,Shed Skin,Sand Veil,Generation 8,Dragon,Field,False,False,False
Cramorant,845,475,70,85,55,85,95,85,False,Flying,Water,Gulp Pokémon,Gulp Missile,None,None,Generation 8,Flying,Water 1,False,False,False
Arrokuda,846,280,41,63,40,40,30,66,False,Water,None,Rush Pokémon,Swift Swim,None,Propeller Tail,Generation 8,Water 2,None,False,False,False
Barraskewda,847,490,61,123,60,60,50,136,False,Water,None,Skewer Pokémon,Swift Swim,None,Propeller Tail,Generation 8,Water 2,None,False,False,False
Toxel,848,242,40,38,35,54,35,40,False,Electric,Poison,Baby Pokémon,Rattled,Static,Klutz,Generation 8,Undiscovered,None,False,False,False
Toxtricity,849,502,75,98,70,114,70,75,False,Electric,Poison,Punk Pokémon,Punk Rock,Plus,Technician,Generation 8,Human-Like,None,False,False,False
Toxtricity(Low Key Form),849,502,75,98,70,114,70,75,False,Electric,Poison,Punk Pokémon,Punk Rock,Minus,Technician,Generation 8,Human-Like,None,False,False,False
Sizzlipede,850,305,50,65,45,50,50,45,False,Fire,Bug,Radiator Pokémon,Flash Fire,White Smoke,Flame Body,Generation 8,Bug,None,False,False,False
Centiskorch,851,525,100,115,65,90,90,65,False,Fire,Bug,Radiator Pokémon,Flash Fire,White Smoke,Flame Body,Generation 8,Bug,None,False,False,False
Clobbopus,852,310,50,68,60,50,50,32,False,Fighting,None,Tantrum Pokémon,Limber,None,Technician,Generation 8,Human-Like,Water 1,False,False,False
Grapploct,853,480,80,118,90,70,80,42,False,Fighting,None,Tantrum Pokémon,Limber,None,Technician,Generation 8,Human-Like,Water 1,False,False,False
Sinistea,854,308,40,45,45,74,54,50,False,Ghost,None,Black Tea Pokémon,Weak Armor,None,Cursed Body,Generation 8,Amorphous,Mineral,False,False,False
Polteageist,855,508,60,65,65,134,114,70,False,Ghost,None,Black Tea Pokémon,Weak Armor,None,Cursed Body,Generation 8,Amorphous,Mineral,False,False,False
Hatenna,856,265,42,30,45,56,53,39,False,Psychic,None,Calm Pokémon,Healer,Anticipation,Magic Bounce,Generation 8,Fairy,None,False,False,False
Hattrem,857,370,57,40,65,86,73,49,False,Psychic,None,Serene Pokémon,Healer,Anticipation,Magic Bounce,Generation 8,Fairy,None,False,False,False
Hatterene,858,510,57,90,95,136,103,29,False,Psychic,Fairy,Silent Pokémon,Healer,Anticipation,Magic Bounce,Generation 8,Fairy,None,False,False,False
Impidimp,859,265,45,45,30,55,40,50,False,Dark,Fairy,Wily Pokémon,Prankster,Frisk,Pickpocket,Generation 8,Fairy,Human-Like,False,False,False
Morgrem,860,370,65,60,45,75,55,70,False,Dark,Fairy,Devious Pokémon,Prankster,Frisk,Pickpocket,Generation 8,Fairy,Human-Like,False,False,False
Grimmsnarl,861,510,95,120,65,95,75,60,False,Dark,Fairy,Bulk Up Pokémon,Prankster,Frisk,Pickpocket,Generation 8,Fairy,Human-Like,False,False,False
Obstagoon,862,520,93,90,101,60,81,95,False,Dark,Normal,Blocking Pokémon,Reckless,Guts,Defiant,Generation 8,Field,None,False,False,False
Perrserker,863,440,70,110,100,50,60,50,False,Steel,None,Viking Pokémon,Battle Armor,Tough Claws,Steely Spirit,Generation 8,Field,None,False,False,False
Cursola,864,510,60,95,50,145,130,30,False,Ghost,None,Coral Pokémon,Weak Armor,None,Perish Body,Generation 8,Water 1,Water 3,False,False,False
Sirfetch'd,865,507,62,135,95,68,82,65,False,Fighting,None,Wild Duck Pokémon,Steadfast,None,Scrappy,Generation 8,Field,Flying,False,False,False
Mr. Rime,866,520,80,85,75,110,100,70,False,Ice,Psychic,Comedian Pokémon,Tangled Feet,Screen Cleaner,Ice Body,Generation 8,Human-Like,None,False,False,False
Runerigus,867,483,58,95,145,50,105,30,False,Ground,Ghost,Grudge Pokémon,Wandering Spirit,None,None,Generation 8,Amorphous,Mineral,False,False,False
Milcery,868,270,45,40,40,50,61,34,False,Fairy,None,Cream Pokémon,Sweet Veil,None,Aroma Veil,Generation 8,Amorphous,Fairy,False,False,False
Alcremie,869,495,65,60,75,110,121,64,False,Fairy,None,Cream Pokémon,Sweet Veil,None,Aroma Veil,Generation 8,Amorphous,Fairy,False,False,False
Falinks,870,470,65,100,100,70,60,75,False,Fighting,None,Formation Pokémon,Battle Armor,None,Defiant,Generation 8,Fairy,Mineral,False,False,False
Pincurchin,871,435,48,101,95,91,85,15,False,Electric,None,Sea Urchin Pokémon,Lightning Rod,None,Electric Surge,Generation 8,Amorphous,Water 1,False,False,False
Snom,872,185,30,25,35,45,30,20,False,Ice,Bug,Worm Pokémon,Shield Dust,None,Ice Scales,Generation 8,Bug,None,False,False,False
Frosmoth,873,475,70,65,60,125,90,65,False,Ice,Bug,Frost Moth Pokémon,Shield Dust,None,Ice Scales,Generation 8,Bug,None,False,False,False
Stonjourner,874,470,100,125,135,20,20,70,False,Rock,None,Big Rock Pokémon,Power Spot,None,None,Generation 8,Mineral,None,False,False,False
Eiscue,875,470,75,80,110,65,90,50,False,Ice,None,Penguin Pokémon,Ice Face,None,None,Generation 8,Field,Water 1,False,False,False
Eiscue(Noice Face),875,470,75,80,70,65,50,130,False,Ice,None,Penguin Pokémon,Ice Face,None,None,Generation 8,Field,Water 1,False,False,False
Indeedee,876,475,60,65,55,105,95,95,False,Psychic,Normal,Emotion Pokémon,Inner Focus,Synchronize,Psychic Surge,Generation 8,Fairy,None,False,False,False
Indeedee(Female),876,475,70,55,65,95,105,85,False,Psychic,Normal,Emotion Pokémon,Own Tempo,Synchronize,Psychic Surge,Generation 8,Fairy,None,False,False,False
Morpeko,877,436,58,95,58,70,58,97,False,Electric,Dark,Two-Sided Pokémon,Hunger Switch,None,None,Generation 8,Fairy,Field,False,False,False
Morpeko(Hangry Mode),877,436,58,95,58,70,58,97,False,Electric,Dark,Two-Sided Pokémon,Hunger Switch,None,None,Generation 8,Fairy,Field,False,False,False
Cufant,878,330,72,80,49,40,49,40,False,Steel,None,Copperderm Pokémon,Sheer Force,None,Heavy Metal,Generation 8,Field,Mineral,False,False,False
Copperajah,879,500,122,130,69,80,69,30,False,Steel,None,Copperderm Pokémon,Sheer Force,None,Heavy Metal,Generation 8,Field,Mineral,False,False,False
Dracozolt,880,505,90,100,90,80,70,75,False,Electric,Dragon,Fossil Pokémon,Volt Absorb,Hustle,Sand Rush,Generation 8,Undiscovered,None,False,False,False
Arctozolt,881,505,90,100,90,90,80,55,False,Electric,Ice,Fossil Pokémon,Volt Absorb,Static,Slush Rush,Generation 8,Undiscovered,None,False,False,False
Dracovish,882,505,90,90,100,70,80,75,False,Water,Dragon,Fossil Pokémon,Water Absorb,Strong Jaw,Sand Rush,Generation 8,Undiscovered,None,False,False,False
Arctovish,883,505,90,90,100,80,90,55,False,Water,Ice,Fossil Pokémon,Water Absorb,Ice Body,Slush Rush,Generation 8,Undiscovered,None,False,False,False
Duraludon,884,535,70,95,115,120,50,85,False,Steel,Dragon,Alloy Pokémon,Light Metal,Heavy Metal,Stalwart,Generation 8,Dragon,Mineral,False,False,False
Dreepy,885,270,28,60,30,40,30,82,False,Dragon,Ghost,Lingering Pokémon,Clear Body,Infiltrator,Cursed Body,Generation 8,Amorphous,Dragon,False,False,False
Drakloak,886,410,68,80,50,60,50,102,False,Dragon,Ghost,Caretaker Pokémon,Clear Body,Infiltrator,Cursed Body,Generation 8,Amorphous,Dragon,False,False,False
Dragapult,887,600,88,120,75,100,75,142,False,Dragon,Ghost,Stealth Pokémon,Clear Body,Infiltrator,Cursed Body,Generation 8,Amorphous,Dragon,False,False,False
Zacian,888,660,92,120,115,80,115,138,False,Fairy,None,Warrior Pokémon,Intrepid Sword,None,None,Generation 8,Undiscovered,None,False,True,False
Zacian(Crowned Sword),888,700,92,150,115,80,115,148,False,Fairy,Steel,Warrior Pokémon,Intrepid Sword,None,None,Generation 8,Undiscovered,None,False,True,False
Zamazenta,889,660,92,120,115,80,115,138,False,Fighting,None,Warrior Pokémon,Dauntless Shield,None,None,Generation 8,Undiscovered,None,False,True,False
Zamazenta(Crowned Shield),889,700,92,120,140,80,140,128,False,Fighting,Steel,Warrior Pokémon,Dauntless Shield,None,None,Generation 8,Undiscovered,None,False,True,False
Eternatus,890,690,140,85,95,145,95,130,False,Poison,Dragon,Gigantic Pokémon,Pressure,None,None,Generation 8,Undiscovered,None,False,True,False
Eternatus(Eternamax),890,1125,255,115,250,125,250,130,False,Poison,Dragon,Gigantic Pokémon,None,None,None,Generation 8,Undiscovered,None,False,True,False
Kubfu,891,385,60,90,60,53,50,72,False,Fighting,None,Wushu Pokémon,Inner Focus,None,None,Generation 8,Undiscovered,None,True,False,False
Urshifu,892,550,100,130,100,63,60,97,False,Fighting,Dark,Wushu Pokémon,Unseen Fist,None,None,Generation 8,Undiscovered,None,True,False,False
